,0,result
22568,바닥나버린 제 잔존감도 문제이지만 자존감이 다시 올라가도 부모님께서 지지해주시는 척 가끔가다가 술 드시고 저에게 독설응 퍼부으십니다,16
22569,제가 초등학교 때보다 공부를 소홀이 하는 것은 사실이지만 그렇다고 완전 바닥을 치는 것도 아니고 평균이상정도하고 등수가 내려간것도 주과목 때문이 아니잖아요,8
22570,하늘고 가려고 비교과 화동도 열심히 하고 있습니다,8
22571,만약 하늘고 갈만큼의 능력이 된다고 하면 진로를 뭐라고 해야할지 정말 고민됩니다,7
22572,나름 그래도 잔있다고 생각하는 것들도 이제 자신이 없고 잘한다고 생각했던것들도 이제는 남들보다 못하는것같고 가끔 극단적인 생각도 듭니다 이렇게 잘하는거 없이 남들보다 못하고 부모님께 걱정드리고 속썩이고 능력없는 사람으로 살바에는 죽는기 낫겠다고 생각한적이 솔직히 좀 많습니다,18
22573,지금 이글쓰면서도 좀 울컥하네요 진로 적성검사 이런것도 다 해봤는데 잘모르겠어요,18
22574,도와주세요,6
22575,제가 좋아하는 과목은 생명과학이고 진로는 생명 생명공학 약 쪽으로 생각하고 있습니다,17
22576,1학년때 2학년때 진로 칸에 연구원을 적어 넣었는데 연구원이 하고 싶지 않아요 하고싶지 않은 진로를 써넣으니 목표의지도 떨어집니다,10
22577,인서울을 하고 싶다는 목표는 너무 뚜렷한데 가고싶은 학과를 정하지 못했습니다,7
22578,수시등급이 3등급 완전 초 나오는데 인서울 가능할까요 ,9
22579,지금 정시도 생각하고 수능 공부 열심히 하고 있긴 합니다 ,7
22580,지원하고싶은 학과들에 따라 자소서도 여러개 작성해야하는 건가요,0
22581,자소서 겨울방학에 한 번 써보는 게 나을까요 ,0
22582,아직도 가고싶은 학과가 정해지지 않아서 고민이 많습니다 ,13
22583,일단 제가 성격이 내성적인데 고양이돌봐주기사진찍기아기자기한장난감보는거랑 화장하는것도 나름 좋아하거든요,6
22584,잘하는과목은 국어나 사회계열쪽을 잘하거든요,18
22585,이것들중에 제가 직업을 정할수있는 요소가 있을까요,7
22586,있다면 어떤직업을 가질수있을까요,1
22587,제가 생명분야에서 약사랑 생명공학자 생명과학자 이런 직업들을 관심있게 보고 있는데 이 3가지로 직업을 간추린 것은 아니고 생명 분야로만 정해놓고 있는데 그래서 대학 학과를 정하는데 진로가 생명분야와 관련해서 다양하게 갈 수 있는 학과를 가고싶은데 어떤 학과가 졸업 했을때 진로가 다양하게 열려 있나요,18
22588,생명공학과에 관심이 좀 있는데 이 과로 가면 진로가 다양하게 되나요,13
22589,예를 들어 생명공학 연구원 농림부 같은 생명 관련 공기업 취직이나 공무원  교사 등등 진로가 열려있는지,6
22590,알고싶어요,1
22591,생명공학과 아니라도 생명분야에서 진로가 다양하게 연결되는 학과 알려주시면 감사하겠습니다,13
22592,직업을 아직 못 정했거든욯 그리고 조금이라도 무슨 학과랑 연관이 있어서 이런 직업도 갈수 있고 저런 직업도 갈 수 있다가 아니라 진짜로 어떤 학과를 나오면 확실하게 갈 수 있는 직업이 많은 학과를 알려주세요,1
22593,제가 백석문화대학교 유아교육과로 가려고하는데지금 300명중에 300등 거의 꼴찌인데 전교 몇등해야 가능한가요,9
22594,이번에 공고에 들어가는 예비고 1입니다,19
22595,저는 이번에 공고 건축과에 들어가게 되었습니다,2
22596,저는 공고을 적성에 살려서 가게 되었습니다 하지만 제가 다니는 공고가 정확히 뭘 배우는지는 모르겠습니다,14
22597,건축과여서 건축에 관련된 기술을 배우는건 압니다 하지만 주변사람들이랑 인터넷을 보면 공고가서도 인문계공부을 해야한다,0
22598,본격적인 기술공부는 2학년때 한다,10
22599,공고가서 공부 안할줄 알았냐 이런말이 많습니다,18
22600,공고에 들어가게 되면 뭘 중요시하게 여기는지 저는 그 부분이 궁금합니다,8
22601,과연 공부보다 기술위주로 가르치는게 맞는지 궁금합니다,13
22602,현재 공고 다니면서 자격증 CAD 하나만 따고 학교를 다니고 있는데 3학년이 되서는 열심히 하고싶다는 마음이 있어 진로를 찾아볼려고 상담을 신청하는데요,10
22603,제가 컴퓨터 만지는 것을 좋아하고 또 제가 컴퓨터 관련 자격증 따는 것을 저는 잘한다고 생각하기에 이에 관련된 직업을 갖고싶습니다,18
22604,그래서 그중에서도 가장 저랑 맞는 직업을 찾고싶어서 상담을 신청했구요,18
22605,가능하면 CAD 자격증을 활용 할 수 있는 직업이면 좋겠습니다,8
22606,제가 꿈이 뭔지도 모르겠어요,13
22607,연애인 매니져도하고싶고 스포츠지도사도 하고싶고제과제빵도하고싶습니다 하지만 제과제빵은 형편상 학원다닐 수 없기에 포기하게 되었고요 매니져와지도사는 어떻게 시작해야 되는지 모르겠어요,11
22608,그리고 제나이에 자격증을 여러게 취득 하고싶은데 어떤게 가능할까요,11
22609,학교 공부는 저에게 필요한걸 알지만 저와 맞지않아 다른쪽 공부를하고 싶습니다,1
22610,컴퓨터 자격증 말고 다른 자격증은 어떤게 있을까요,8
22611,중학교 때인가 어느순간 초등 학교 시절 좋아했던 과학 수학이 떠올라 안 하던 공부를 중2때부터 열심히 하기 시작했습니다,10
22612,결과로 전교 1등도 해보고 물론 대단한 것은 아니지만 사실 그 1등이라는 성적이 큰 가치는 아니었나봅니다,14
22613,지금 와서 생각해보면 학원을 다니며 선생님의 숙제 중 친구들이 못 풀어낸 수학문제를 제가 풀어내 수업시간 칠판 앞에 나가 식을 적으며 설명하는 그 때의 전율은 잊을 수가 없었습니다,14
22614,그 때에는 그냥 순수히 수학을 좋아하나보다 해서 순수수학자 물리학자 등의 꿈도 가졌었지만 고1에 올라온 저는 진로에 대한 고민을 하기 시작합니다,10
22615,정말 내가 이 과학 수학을 순수하게 좋아하는 것이 맞는가에 대해서요 하지만 고1 2학기 말 학교에서 축제를 합니다,2
22616,전 뮤지컬 공연을 했고 정말 많은 박수를 받으며 친구들이 의외다 쟤 라는 신기하게 바라보는 눈빛 등 남들에게 제 연기를 보여줄 수 있는 것 등이 너무 행복했고 중학교 시절 수학문제를 혼자 풀어내는 그 전율과 맞닿는 전율이었습니다,6
22617,전 고2 입학을 앞두고 있습니다,19
22618,최근 들어서 생명공학자 물리학자에서 뮤지컬 배우 연극 배우 쪽으로 진로를 변경할까 생각도 해봤습니다,0
22619,다시 깊게 생각해보면서 정리한 제 최고의 전율들은 1 어려운 수학문제를 여러 사람들 앞에서 해설했을 때 2 뮤지컬 공연에서 공연의 분위기를 연출하는 내 능력과 개성을 드러냈을 때 3 시 낭송 수행평가에서 내가 시적 분위기에서 느낀 감정을 내 제스쳐와 음성적 연기로 남들에게 전달했을 때였습니다,9
22620,세 가지 모두 분야에 특별히 영향 받지 않고 남들에게 나의 생각 가치관 개성을 표현한다는 것에 전율의 근원점이 있습니다,6
22621,이 기쁨 전율이 일시적인 것이 아니며 한국 사회 특성상 남들의 시선을 크게 의식하며 그 허상적 외적 가상적 인정으로부터 나오는 허황된 기쁨이 아닌 것이라고 장담할 순 없지만물론 이 사항도 질문에 해당됩니다,9
22622,구별하기 힘들겠지만 이것이 제 가치관이며 행복의 근원이라고 한다면 이와 관련된 나의 생각을 남들에게 전파할 수 있는 제 적합 직업은 현재로서 무엇 등이 있는가 궁금합니다,8
22623,물론 사회는 계속 변해가며 미래의 유망 직업은 절대 예측할 수 없지만 제 자신을 정확히 알고싶다는 마음에 만약 답을 해주신다면 그 직업들을 살펴보며 제 진정한 가치관과 흥미를 구체화시켜나갈 목적이 더 크단 것을 알아주셨으면 합니다,14
22624,긴 글 읽어주셔서 감사합니다,6
22625,쾌락인지,6
22626,저는 현재 고등학생 2학년 학생입니다,3
22627,일반고에 다니고 있고 내신은 3등급 입니다,19
22628,원래는 교사라는 꿈을 가지고 공부하다가 지금은 꿈을 잃고 그냥 막연하게 공부만 하고 있습니다,10
22629,그래서 새로운 진로를 탐색해 보려고 하는데 어떤 생각을 가지고 하는 게 옳은 지 몰라서 이렇게 질문 드려요,7
22630,우선 저희 엄마 아빠가 안정적인걸 좋아하셔서 무조건 공무원을 해야 한다고 강하게 주장하십니다,11
22631,특히 저희 엄마는 무조건 교대에 가야 한다고 말씀하시는 데요 교대는 학비도 싸고 아무래도 다른 곳에 갔을 때보다 안정적으로 살 수 있으니 그런 생각을 하시는 것 같습니다,8
22632,엄마의 조언을 받아들여서 빨리 돈을 버는 것과 돈이 많이 들더라도 좋아하는 학과를 생각해 보고 대학에 가는 것중 뭐가 맞는 건지 솔직히 모르겠습니다,13
22633,제가 좋아하는 분아를 찾았다고 해서 그 분야가 제가 생각 했던 것과 다를 수 도 있고 사실 학비가 비싼 이름있는 학교에 간다는게 제 지금 상황이랑은 안맞다고 생각합니다,18
22634,제가 수학 성적이 너무 낮이 한달에 수학 학원과 과외 비용으로 100만원이 넘는 비용이 지출되고 있고 저는 대학교에 가서까지 부모님에게 의지하는 것은 싫습니다,2
22635,어떤식으로 방향을 잡아가야 할까요,11
22636,이제 고등학교에 입학하는 안시윤이라고 합니다,5
22637,일단 제 얘기를 하자면 저는 공부에 대해 흥미가 없습니다,13
22638,그래서 특성화 고등학교에 입학을 원했지만 부모님의 반대로 입문계에 입학하게 되었습니다,0
22639,앞으로 공부는 하기 싫은데 대학은 가고 싶고 대학을 가는 이유는 대학을 가야지,18
22640,내 일에 대해 배우고 직장을 더 쉽게 구하기 때문입니다,18
22641,그리고 하고 싶은건 많아서 진로 상당을 하게 되었네요,15
22642,저는 영화 보는 것을 좋아합니다,18
22643,그래서 영화감독을 하려 했지만 영화 감독은 꿈이 너무 큰것 같아서 포기를 했고 영화를 볼때 부족한 사운드를 집어 넣어 영화의 흥미를 더 해주는 폴리 아티스트를 하고 싶습니다,0
22644,그리고 제가 어렸을 때부터 이야기를 지어내고 만드는걸 잘해서 시나리오 작가 또는 방송 PD 이런것도 생각하고 있습니다,8
22645,그러다 정 안되면 영화를 찍는 감독이나 음향 감독 또는 조명 기사 등등을 생각하고 있습니다,6
22646,저는 이중에서 어떤 것을 해야 할지 고민입니다,15
22647,안녕하세요,4
22648,올해 고3이 된 여학생입니다 고3이 되어서 그런지 제 진로에 대해 걱정이 많아졌어요 고3 되기 전 마지막 겨울방학이라 중요하다고 생각해서 열심히 공부 하고 있습니다,10
22649,만 뚜렷한 목표가 없어서 공부 할 의욕이 생기지 않아요,11
22650,걱정되고 마음은 급하기만 하고 해야할 건 많은데 할 의욕은 생기질 않아서 미칠 지경이에요,11
22651,목표가 없어서 고2 마지막 생기부에 제 진로를 적지 못하고 지금과 마찬가지로 정말 힘들었어요,2
22652,그래서 담임선생님과의 상담을 하게 되었는데요 결론은 제가 하고싶은 걸 진로로 결정하면 된다는 거였어요,7
22653,말이 쉽지,14
22654,저는 제가 하고싶은 게 뭔지 정말 몰랐기에 결국 선생님의 권유로 제가 이과라는 이유만으로 생명관련 진로 라고 쓰게 되었어요,8
22655,아 제가 처음부터 꿈과 희망이 없었던 건 아니었어요,13
22656,중학교 끝날 무렵까지도 저는 우주에 관심이 많아서 천문학 관련 진로를 꿈꿨어요,2
22657,그리고 고등학교 1학년이 되고 나서 진로에 대해 물어보는 분들이 많아져서 천문학자 라고 대답을 하였는데 주변 반응이 별로 좋지 않았어요,2
22658,부모님도 그리고 학원 선생님도 제가 어리니까 세상을 몰라서 아직도 그런 꿈을 갖는다고 생각하셨어요,18
22659,게다가 저도 야망이라고 할까요 성적도 제법 나오는 편이라 좀 더 크게 성공하고 싶은 욕심이 있었기에 그 진로를 접게 되었어요,8
22660,그리고 정말 부끄럽지만 의사라는 직업을 진로로 생각하게 되었어요,18
22661,제가 다른 사람을 위해 희생하거나 봉사하는 걸 정말 좋아하기 때문이기도 했고 주변 반응도 매우 좋았기 때문이죠,8
22662,그러나 현실은 달랐어요,2
22663,저의 성적은 평균 45등급으로 떨어졌어요,9
22664,중학교와 고등학교를 같은 수준으로 본 제 탓 이었을까요,19
22665,그 뒤로 자신감도 떨어지고 시험 볼 때마다 점수가 낮은 걸 당연시 하게 되었어요,0
22666,그리고 무슨 자신감 이었는지는 모르겠지만 고1 생기부에 처음 희망했던 흉부외과 전문의 라고 적었어요,9
22667,그렇게 고2가 되었고 열심히 해야겠다는 생각으로 시작하였죠,7
22668,저희 반이 공부 잘하는 아이들이 많았고 전교 1등 여자아이도 있었어요,11
22669,그 여자 아이는 저와 동일하게 의사라는 직업을 진로로 격하게 희망했어요,8
22670,저와는 다르게 생기부도 의사 관련 내용으로 빽빽하게 채워져 있고 완벽하게 준비를 해 놓은 것을 보고 저는 그래서 저의 꿈을 쉽게 내세우기 힘들었어요,6
22671,제 꿈이 남들에겐 공부도 못하는 애가 무슨 의사를 꿈꾸냐 라는 내용의 비웃음거리나 될 게 뻔했기에 바로 숨겼어요,14
22672,아무도 모르게 처음부터 이런 직업을 꿈꾸지 않았던 것처럼 말이죠,13
22673,그렇게 저는 목표 없이 달린 결과 고1과 다를 것 없이 성적은 좋아지지 않았고 자연스럽게 목표 없이 여기까지 와버렸어요,9
22674,이미 진로를 확고하게 결정해서 다른 친구들에게 발표하는 친구들을 보면 정말 대단하다고 생각하고 부러웠어요,11
22675,쟤네가 저렇게 열심히 하고 있을 때 나는 도대체 뭘 하고 있었을까,5
22676,나는 언제 저렇게 당당하게 내 진로를 말할 수 있을까,18
22677,이런 생각하기도 했구요,12
22678,걱정만 하는 건 답이 없다고 생각해서 여러 번 펜을 잡고 종이에 제가 하고싶은 걸 적고 진로를 결정하자고 다짐하면서 고민하기도 했어요,5
22679,결과적으로는 아무것도 얻지 못했어요,11
22680,부모님과 상담을 해볼까 생각했지만 정말 엄격한 분 들 이시고 진로 같은 거 세울 필요는 없고 나중에 선택지가 많아지도록 지금은 학업에 열중하는 게 제일 중요하다고 하셨어요,8
22681,제 생각은 달라요,17
22682,목표가 없으면 뭔가 할 의욕도 사라져서 지금도 몇시간 째 고민하고 있거든요,18
22683,친구들과도 이야기를 많이 나누었어요,6
22684,자기들도 요즘 진로 때문에 고민이 많다고 하거나 큰 목표 설정이 어렵다면작은 목표부터 하나하나씩 정해서 성취해가는 것도 좋다고 그러더라구요,8
22685,그러나 그런 좋은 말들을 들었음에도 불구하고 마음이 편안해지지는 않았어요,13
22686,정말 답답해서 결국 여기에 상담을 요청하게 되었구요,11
22687,진심으로 제가 어떻게 해야할 지 알려주셨으면 좋겠어요,5
22688,제 인생이니까 제가 알아서 해야한다는 건 알지만 조언 정도는 들을 수 있잖아요,8
22689,부탁드릴게요,16
22690,제가 올해 이제 고1이되는학생 입니다,3
22691,이제 고등학생이 되면 진로를 찾아야하는데 저는 제가 무엇을 좋아하는지 어떤직업이 나에게 맞을지 모르겠습니다,1
22692,부모님은 꿈이 없으면 공부를 엄청하라고 합니다 하지만 저는 공부하는데 집중력과 소질이없는듯 합니다,7
22693,제발 제가 어떤 직업이 적성에 맞을지 도와주세요,13
22694,안녕하세요 예비 고2가 되는 일반고 학생입니다,3
22695,제목 그대로 저는 목표가 없습니다,2
22696,남들은 다들 하나씩은 갖고 생기부를 만들어가기 시작하는데 저는 그런 목표가 없어서 사실 1학년 생기부도 엉망입니다,2
22697,방송쪽에 관심이 있어서 그쪽으로 활동한 내용들이 다 적혀있다가 마지막에 과학에 흥미가있다정말네 사실 저는 중학생때만 해도 수학이 너무 안되서 문과로 갈 생각이었는데 고등학교를 오고나서 사회가 너무 싫고 오히려 과학이 재밌어서 이과로 확 틀어버린 학생이에요,2
22698,그래서 더 막막하고 잘 할 수 있겠지,7
22699,라는 확신이 없습니다,13
22700,부모님께서는 간호학과가 아무래도 취업전망도 좋고 전문직이다 보니 그쪽으로 가는 게 어떠냐고 추천하시는데 간호사 태움무튼 갈굼이 너무 심해서 걱정이 너무 앞서가요 제가 멘탈이 강하다면 생각해보겠지만 멘탈이 강한 편이 아니라,14
22701,그렇다고 딱히 가고싶은 학과도 잘 모르겠어요,1
22702,환경쪽도 생각해봤는데 거의 대부분 연구원이나 기술자쪽으로 빠지더라구요,14
22703,그 쪽으로도 관심이 없고 어디가 좋을 지도 잘 모르겠고 그냥 막막하기만 합니다,18
22704,적성검사를 하면 다 예체능쪽으로만 나오고 그렇네요,8
22705,제가 과학 수학을 잘 한다기보단 단순 관심으로 자연계열로 틀게 되었는데 잘 할 수 있을까요 해보지도 않고 이런 걱정부터 하는 제가 참 한심하고 싫지만 그래도 너무 걱정이네요,8
22706,혹시 추천할만한 학과가 있다면 적어주세요,7
22707,안녕하세요,4
22708,올해 고등학교 3학년이 되는 학생입니다,3
22709,저는 어릴 적부터 교사의 꿈을 가지고 있었습니다,17
22710,고등학교 1학년 때는 중등국어교사라는 구체적인 진로를 희망하게 되었습니다,10
22711,교사가 되기 위해 사범대학교에 진학해야했기 때문에 생기부를 국어와 교육 쪽에 초점을 맞췄습니다,8
22712,2학년 때는 초등교사에 끌려 교육대학교에 진학하고 싶었습니다,19
22713,수시로는 이미 교육대학교에 갈 만큼의 성적이 안 되어서 수시로는 사범대 정시로는 교대를 목표로 했었습니다,14
22714,어떻게든 교사만 되면 좋겠다는 생각이었습니다,17
22715,이유는 안정적이면서 사회적인 지위도 있다고 생각했기 때문입니다,10
22716,그런데 사범대를 진학하더라도 임용시험에 합격하는 것이 바늘구멍에 낙타가 들어가는 것만큼 힘들다는 말을 선배나 선생님 등 주위 어른들로부터 많이 들었습니다,0
22717,소위 말하는 정시파가 되어 오직 사범대보다 비교적 임용이 쉽기 때문에교대만을 목표로 삼고 공부했습니다,0
22718,사범대의 꿈을 포기하고 정시공부를 하다보니 정시마저 교대 갈 만큼의 성적이 안 나올까 불안함이 듭니다 이제 3학년이고 차선책을 생각해놓아야겠다고 생각했습니다,8
22719,그런데 줄곧 교사만 생각해오다가 꿈을 바꾸려니 막상 떠오르는 직업이 없습니다,13
22720,제 적성도 모르겠고 뭐에 흥미가 있는지도 잘 모르겠습니다 도와주세요,1
22721,안녕하세요,4
22722,이번에 고1 올라가는 학생입니다,3
22723,처음에는 장래희망이 있어 외고에 지원하였지만 그 직업을 할 수 있는 문도 좁고 시험도 불규칙적이어서 꿈을 접게 되었습니다,8
22724,외고에 합격은 했지만 이제 왜 외고에 들어왔는지 모르겠고 장래희망이 명확한 다른 친구들과의 경쟁에서 밀릴까봐 걱정이 됩니다,0
22725,입학하자마자 동아리도 적성분야로 들어가야하고 대외활동도 장래희망에 맞춰서 참여해야한다고 생각하기때문에 입학 전 장래희망을 정하고 싶습니다,11
22726,저는 빅데이터 통계 심리에 관심이 있고 외국에서 일하거나 외국과 활발한 교류를 할 수 있는 직업을 가졌으면 좋겠습니다,14
22727,어문계열보단 외국어에 경영이나 이공계열쪽과 관련지을 수 있는 학과에 들어가서 장래희망으로 발전시키고 있습니다,14
22728,진로검사를 하면 대부분 진취형 탐구형으로 결과가 나옵니다,0
22729,제2외국어는 활용하지 않아도 되지만 스페인어 전공이고 스페인어를 좋아해서 활용할 수 있다면 활용하고싶습니다,11
22730,안정적인 직업이었으면 좋겠고 제 역량을 효과적으로 발휘하는 직업을 찾고싶습니다,2
22731,화폐에 직접적 연관이 있거나 마케팅 홍보관련해서는 흥미가 없습니다,0
22732,혹시 이런 적성에 추천해주고 싶으실만한게 있을까요,13
22733,이제 막 고등학생이 되는 04년생 여학생입니다,19
22734,제목 그대로 아직 뭘 잘하는 지도 뭘 좋아하는지도 뭘 하고싶은지도 모르겠어요,11
22735,직업적성검사 직업흥미검사 여러 검사들 다 해봐도 기업형이 제일 많이 나오는데 저는 경쟁하는걸 좋아하는 편도 아닌데 자꾸 기업형이 나오니까 좀 당황스럽기도 하고 그래요,14
22736,저는 국어나 수학이나 역사처럼 단순 과목들을 좋아하는 편이에요,9
22737,국어는 글을 읽고 해석하고 답을 알아내면서 쓰는게 재밌고 수학은 답이 있어서 푸는 과정이 재미있고 역사는 쉽게 암기 하는게 재밌어서 좋아 하는 편인데 막상 미래에 하고 싶은걸 생각하고자 하니 제가 진짜 좋아하는건 맞는지 다시금 생각해보게 되더라구요,8
22738,고등학교 입학 하기 전에 진로를 결정하고 싶은데 처음엔 한의사를 꿈꾸다가 미래 전망 이 안좋다는 말을 많이 들어서 다른 꿈을 생각해보고 있어요,13
22739,의사처럼 난이도 높은 직업도 괜찮으니까 미래 전망 좋고 성취감도 있는 직업들 좀 추천해주세욥 ,14
22740,최근 드라마를 보고 드라마 연출가가 되고싶다고 꿈을 품게된 중 3입니다 하지만 막상 꿈을 가지고 나니 나의 꿈을 위해서 뭘 어떻게 해야 할지 모르겠어요,10
22741,드라마연출가가 될려면 구체적으로 어떻게 해야 하나요,8
22742,안녕하세요,4
22743,저는 이제 고3이 되는 학생입니다,3
22744,제가 예전부터 중국어에 관심이 있어서 그 분야 일을 하고싶은데 그 분야의 어떤 일을 하고싶은지 잘 모르겠어요,7
22745,여러 직업 심리검사도 해보고 가장 높게 나온 유형 관련직업들도 다 찾아봤는데 엄청 하고싶다,18
22746,라는 생각은 안들더라고요,1
22747,빨리 학과도 정하고 진로도 정해야 하는 시기라 많이 고민이 됩니다,18
22748,안녕하세요,4
22749,저는 현재 외국에 거주하고 있는 고1인 학생이에요,19
22750,저희 엄마는 제가 의대를 가기를 원하세요,2
22751,저는 엄마가 그쪽으로 가기를 원하는 걸 아는데 이 결정을 통해 제 인생이 결정 되잖아요,13
22752,모든 고등학교 학생분들이 진로에 대한 걱정이 많을 거 같은데 저처럼 엄마가 의사 아니면 별로다 약간 푸쉬하는거 같지 않지만 푸쉬하는 거 같은거 있잖아요,14
22753,그리고 저는 한국으로 대학교를 가고 싶고 지금 현재는 제 꿈이 공무원이나 대기업 입사 이거든요,17
22754,제가 엄마의 결정에 휘말려서 그쪽 길로 가는게 맞는 건지 아니면 제가 추구하는 길로 가야 되는건지 되게 많이 고민돼요,8
22755,지금 제 진로를 마음껏 내놓고 상담할 수 있는 곳이 여기 밖에 없는거 같아서요,18
22756,안녕하세요,4
22757,저는 의사가 되고 싶은 중학생입니다 ,17
22758,저는 어렸을때부터 의사를 꿈꿔왔습니다,2
22759,그러면서 의사라는 직업에 대해 많은 정보를 찾아봤는데요,1
22760,의사가 되려면 인턴 레지던트 등등의 기간들을 다 거쳐야 하고 중간중간의 많은 시험들도 봐야하는데요,8
22761,저는 저가 과연 저의 청춘을 다 바치면서 의사라는 직업이 과연 인생에서의 중요한 직업인지도 잘 모르겠고 다른직업은 흥미가 생기지않습니다,13
22762,그리고 의사라는 직업이 생각보다 연봉이 많은 직업이 아니고 의사라는 직업에 가기까지에 금전적 문제가 많이 들더라구요,13
22763,과연 제가 이 직업을 선택해도 후회하지않을 수 있을까요,15
22764,1 학교에서 입학할때 들고오라고 자기소개서를 들고오라 하셨는데 가고싶은 대학 학과까지 적어오라 되어있어요,18
22765,근데 저는 아직 꿈이 없어요,17
22766,그래서 커리어넷에서 적성검사 같은걸 해봐,14
22767,평소에 조금 흥미가 있던 경찰이 나와 이걸로 자소서에 쓰려했으나 제 친구중 경찰의 꿈이 확고한 친구가 있는데 학기중이 되어 동아리에 같이 들어가는 모습을 상상하니 그 친구는 확고하고 난 어쩔수없이 정한거같은데 같은 동아리에 있으니 뭔가 내가 진짜 경찰이 확고해져도 잘 할수있을지 모르겠고 제가 경찰을 하고싶은건지도 잘 모르겠어요,8
22768,자기소개서도 안 써 조바심나는데 꿈까지 찾으려면 시간이 더 걸릴텐데 진짜 하고싶은 꿈을 찾는법은 무엇일까요,8
22769,진로검사를 해도 나온 결과에 항상 그닥 흥미있는게 없던거같아요 도와주세요,13
22770,2 제가 잘하는과목은 미술인데요,10
22771,미술쪽으로 진로를 잡기에는 학원에 맨날 몇시간씩 미술하는 친구들을 이길 자신이 없어요,8
22772,영수학원에 다니느라 미술학원에 다닐시간도 없을것같고요 그리고 경찰이라는 꿈에도 흥미가 있는데 제가 줄넘기나 달리기등은 또래이상 하는것 같지만 다른 체육활동들은 잘 하지 못해요,18
22773,그래서 친구들이 안 어울린다하고 제 주변에 경찰의 꿈의 확고한 친구가 있어서 망설여집니다,14
22774,제가 진짜 흥미가 있는지도 모르겠고요 도와주세요,13
22775,안녕하세요,4
22776,이제 고등학교에 들어가는 예비 고1입니다,3
22777,여러 입시설명회에서도 그렇고 주위에서도 고등학교를 들어가기전에 진로를 정하고 가야한다해서 방학동안 여러가지를 찾아보고 고민해본 결과 아직 명확하진 않지만 어렸을때부터 관심이 있던 심리학에 대해 관심이 커졌습니다,14
22778,저는 어렸을때부터 예술쪽에 흥미가 많았습니다,17
22779,원래 꿈은 무용가였으나 부모님의 반대는 물론 많은 투자를 받을수없는 가정의 경제상황과 제 실력도 모자라는 등 여러 이유로 결국 포기하게 되었습니다,8
22780,그래서 이젠 심리학에 예술이 접합된 직업을 찾아보는 중입니다,2
22781,이 부분이 제가 상담받고 싶은 첫번째 부분입니다,2
22782,또 심리학을 전공하기 위해서는 어떤준비가 필요한지 어느부분이 뛰어나야하는지 등이 알고싶습니다,11
22783,울산대학교 it계열 부와 건축공학부의 입시정보가 궁금합니다,6
22784,안녕하세요,4
22785,저는 이제 고등학교 준비기간인 중요한 겨울방학을 보내고있는 예비고1 학생입니다,19
22786,먼저 저는 초등학교부터 로봇공학쪽을 진로로 두고있습니다,2
22787,이제 고등학교로 올라가기전 진로를 다시 한번 생각해보고자 하여 적성검사를 보고 주변사람들에게 충고나 조언도 듣고있습니다,8
22788,주변사람들은 로봇괸련 직업도 좋고 판검사 공무원 등도 추천하고있습니다,18
22789,저도 이제 곧 고등학교로 올라가는 와중 머리속 어딘가에서 정말 내가 로봇공학쪽으로 가는게 맞나,14
22790,이과에 있다가 문과로 옮기면 어떡하지,9
22791,차라리 그냥 문과를 가고 다른직업을 선택해야하나 라는 생각이듭니다,18
22792,이렇게 마음이 흔들릴때는 어떻게 하면 좋을까요,7
22793,로봇공학말고는 직접 경험이나 느껴본 직업이 많지는 않아서 로봇공학을 하고싶지만 혹시나 다음에 맘이 바뀔땐 어떻게해야할지 불안감에 질문을 드립니다,0
22794,그리고 적성검사에서 공학계열 경영 공무원 등이 높게 나옵니다,9
22795,이런 저에게 조언이라도 해주시면 감사하겠습니다,6
22796,저는 게임회사에 들어가고 싶은데여,2
22797,지난번 학원 영어 실력 결과가 엉망으로 나와서 영어 선생님과 상담을 했는데 영어가 안되면 게임회사에 못들어간다고 하는데 영어를 잘 못하겠어요,11
22798,안녕하세요,4
22799,저는 올해 3학년이 되는 시골에 있는 일반고 학생입니다,3
22800,고등학교 생활이 마무리되어가고 있는데 아직 하고 싶은 것과 학과를 정하지 못했어요,7
22801,1학년 1년을 의미 없이 보내고 2학년 새 학기 때 꼭 진로를 정하리라 다짐했지만 생각보다 쉽지는 않더라고요,2
22802,또 1년이 지나 진로를 정하고 열심히 준비해서 대학을 진학해야 하는 시기가 코앞으로 다가왔어요,11
22803,새 학기 들어가기 전 하고 싶은 직업과 가고 싶은 학과를 정하기 위해 진로 상담을 신청해요,7
22804,저의 특기나 적성 흥미가 무엇인지 모르겠고 지금까지 여러 가지 검사를 많이 해봤는데 결과를 봐도 딱히 엄청 하고 싶은 직업이 없어서 2년이 넘게 진로를 못 정하고 있는 것 같아요,13
22805,3등급 후반인데 목표가 없으니 얼마나 더 열심히 해야 하는지 몰라서 공부를 할 때마다 내가 무엇을 위해서 이러고 있는 거지 생각을 많이 해요,11
22806,진학 목표가 뚜렷한 친구들을 보면 왜 나는 하고 싶은 것이 없고 잘하는 것도 없는 걸까,7
22807,왜 미리 내 꿈을 찾지 않았을까 후회도 하고요,18
22808,솔직히 저는 사무직에서 일하고 싶어요,17
22809,몸 쓰는 체질이 아닌 건 일찌감치 깨달았고 앉아서 일하는 저의 미래 모습이 친숙하게 다가왔어요,6
