,0,1,index,result,dbs1,result2,dbs2,result3,dbs3,result4,dbs4,result5,dbs5,result6,dbs6,result7,dbs7,result8,dbs8,result9,dbs9,result10,dbs10
16771,안녕하세요,['안녕하다'],16793,1,1,,,,,,,,,,,,,,,,,,
16772,저는 일반고에 다니는 평범한 고3입니다,"['반고', '다니다', '평범하다', '고', '이다']",16794,0,0,-1,0,1,1,,,,,,,,,,,,,,
16774,1 3학년이 되고 나서 진로가 바뀌게 되어서 그 쪽방송과 관련된 비교과를 어떻게 그리고 얼마나 챙겨야 할 지 잘 모르겠습니다,"['학년', '되다', '나서다', '진로', '바뀌다', '되어다', '쪽', '방송', '관련', '되다', '비교', '어떻다', '챙기다', '하다', '지다', '자다', '모르다']",16796,0,0,-1,0,33,33,,,,,,,,,,,,,,
16776,사실 콘서트 기획은 아직 확실하게 정해진 진로가 아니라서 기획과 관련된 좀 더 광범위한 학과를 찾아보고 있어요,"['사실', '콘서트', '기획', '확실하다', '정해진', '진로', '아니다', '기획', '관련', '되다', '더', '광범위하다', '학과', '찾아보다']",16798,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,44,44,,
16783,감사합니다,['감사하다'],16805,7,2,,,,,,,,,,,,,,,,,,
16784,좋은 하루 되세요,"['좋다', '하루', '되다']",16806,0,0,-1,0,-1,0,13,13,,,,,,,,,,,,
16805,제 주변 어른들과 친구들에게 이 고민을 말해보았지만 아직까지 제가 원하는 답이 나오질 않고있습니다,"['주변', '어른', '친구', '고민', '말', '해보다', '원하다', '답', '나오다', '않다']",16828,0,0,-1,0,-1,0,0,0,-1,0,42,42,,,,,,,,
16807,무슨 학과 대학교 계획도 없고 목표도 없어서 걱정이에요,"['학과', '대학교', '계획', '없다', '목표', '없다', '걱정']",16830,0,0,-1,0,-1,0,0,0,-1,0,4,4,,,,,,,,
16811,안녕하세요,['안녕하다'],16834,1,1,,,,,,,,,,,,,,,,,,
16831,그냥 타인을 도와 느끼는 감정들 때문에 정했던 건지 아니면 직업으로 할만큼 타인을 돕는 게 가치가 있었던 건지 잘 모르겠더라고요,"['그냥', '도', '느끼다', '감정', '때문', '정', '하다', '건지다', '아니다', '직업', '하다', '돕다', '게', '가치', '건지다', '자다', '모르다']",16854,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,10,10,,,,
16833,당시엔 사회복지사라는 직업이 머리에 콕 박혀 있어서 아무 생각이 없었는데 지금은 두 직업이 괜찮다고 생각되어서 뭘 해야될 지 잘 모르겠어요,"['당시', '사회', '복지사', '직업', '머리', '콕', '박히다', '아무', '생각', '없다', '지금', '두', '직업', '괜찮다', '생각', '되어다', '뭘', '하다', '되다', '지다', '자다', '모르다']",16856,0,0,-1,0,0,0,0,0,9,9,,,,,,,,,,
16836,직업군인을 만약에 한다면 고등학교 졸업 후 시험으로 부사관을 하거나 군사학과로 진학할 계획입니다,"['직업', '군인', '하다', '고등학교', '졸업', '후', '시험', '부사관', '거나', '군사학', '과로', '진학', '하다', '계획', '이다']",16859,0,0,-1,0,-1,0,0,0,21,21,,,,,,,,,,
16839,안녕하세요 현재 작사가를 꿈꾸고 있는 고등학교 3학년입니다,"['안녕하다', '현재', '작사가', '꿈꾸다', '고등학교', '학년', '이다']",16862,0,0,-1,0,1,1,,,,,,,,,,,,,,
16840,저는 고등학교 생활 3년동안 문예창작과를 희망하고 준비를 하고 있었지만 최근 들어 자신감을 잃고 제 꿈에 대한 열정과 신뢰가 점점 불투명해지는 것 같아서 스스로 자책하고 깎아내리는 경우가 잦아집니다 하지만 그럼에도 작사가는 하고 싶은 마음은 사그라지지 않습니다,"['고등학교', '생활', '창작', '희망', '준비', '하다', '최근', '들다', '자신감', '잃다', '꿈', '대한', '열정', '신뢰', '점점', '불투명하다', '스스로', '자책', '깎다', '내리다', '경우', '잦다', '지다', '그렇다', '작사가', '하다', '싶다', '마음', '사그라지다', '않다']",16863,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,13,13,,,,
16842,진로에 있어서 대학이 정말 중요한가요,"['진로', '대학', '정말', '중요하다']",16865,0,0,-1,0,-1,0,0,0,-1,0,11,11,,,,,,,,
16846,안녕하세요 제 고민은 꿈이없다는 것 입니다,"['안녕하다', '고민', '꿈', '없다', '이다']",16869,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,38,38,,
16848,옛날 어릴때도 그랬고 지금도 그래서 걱정입니다,"['옛날', '어리다', '그렇다', '지금', '걱정', '이다']",16871,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,2,2
16850,적성검사를 해도 별로 꽂히는게없고 저도 제 자신이 답답하네요,"['적성검사', '해도', '별로', '꽂히다', '없다', '답답하다']",16873,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,24,24
16851,이럴땐 어떻게 해야할까요,"['이렇다', '땐', '어떻다', '하다', '하다', '요']",16874,0,0,35,4,,,,,,,,,,,,,,,,
16852,사실 간호사란 직업에 대한 확신도 정확하지 않습니다,"['사실', '간호사', '란', '직업', '대한', '확신', '정확하다', '않다']",16875,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,31,31,,
16854,저는 예체능 쪽으로 진로를 정한 학생입니다,"['예체능', '쪽', '진로', '정', '학생', '이다']",16877,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,20,20
16862,안녕하세요,['안녕하다'],16885,1,1,,,,,,,,,,,,,,,,,,
16863,저는 일반중1학년 이라고 합니다,"['일반', '학년', '하다']",16886,0,0,-1,0,-1,0,0,0,-1,0,41,41,,,,,,,,
16866,그리고 성적은 수학은 중상영어는 중국어는 중사회과학은 때때로 다르기 때문에 성적은 대체로 보통입니다,"['성적', '수학', '중상', '영어', '중국어', '중', '사회과학', '다르다', '때문', '성적', '대체로', '보통', '이다']",16889,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,31,31
16869,시청과 청악은 국악고 시험을 보기위해 중3정도 됬을때 피아노 학원가서 배우는 거고정악은 지금 배워야 되는데 이것도 고민입니다,"['시청', '청악', '국악고', '시험', '보기', '위해', '중', '정도', '되다', '피아노', '학원', '가다', '배우다', '거', '정악', '지금', '배우다', '되다', '고민', '이다']",16892,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,36,36,,
16875,안녕하세요,['안녕하다'],16898,1,1,,,,,,,,,,,,,,,,,,
16876,홍지민 입니다,"['홍지민', '이다']",16899,0,0,19,9,,,,,,,,,,,,,,,,
16879,저는 현재 한국사 공부 중이고 중급정도 수준 입니다,"['현재', '한국사', '공부', '중이', '중', '정도', '수준', '이다']",16902,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,2,2
16881,이상입니다,['이다'],16904,0,0,19,9,,,,,,,,,,,,,,,,
16885,저는 공과계열을 희망하고 있는 학생입니다,"['공과', '계열', '희망', '학생', '이다']",16908,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,4,4
16891,근데 저의 진로를 이룰수있을지 고민이에여,"['진로', '이루다', '고민']",16914,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,4,4,,
16892,왜냐하면 요리에 재능이 조금 없거든요,"['요리', '재능', '없다']",16915,0,0,-1,0,-1,0,22,22,,,,,,,,,,,,
16896,고등학교 1학년인 학생입니다,"['고등학교', '학년', '학생', '이다']",16919,0,0,11,5,,,,,,,,,,,,,,,,
16898,하지만 제꿈은 아직도 찾지못한 상태입니다,"['꿈', '찾다', '상태', '이다']",16921,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,38,38,,
16901,안녕하세요 17살 고등학생입니다,"['안녕하다', '살', '고등학생', '이다']",16924,0,0,-1,0,1,1,,,,,,,,,,,,,,
16902,다름이 아니라 저는 제가 뭐에 흥미가 있는지 모르겠어요,"['다르다', '아니다', '뭐', '흥미', '모르다']",16925,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,27,27,,
16906,고민입니다,"['고민', '이다']",16929,0,0,4,3,,,,,,,,,,,,,,,,
16913,아니면 어느 직업을 그냥 선택한 다음에 그 직업이 되기 위해 노력할까요 ,"['아니다', '직업', '그냥', '선택', '직업', '되다', '위해', '노력', '하다', '요']",16936,0,0,-1,0,-1,0,0,0,0,0,0,0,27,27,,,,,,
16920,정시로 실기수능점수를 보는 대학에 가는게 맞겠죠 ,"['정시', '실기', '수능', '점수', '보다', '대학', '가다', '맞다']",16943,0,0,-1,0,-1,0,0,0,-1,0,3,3,,,,,,,,
16923,안녕하세요,['안녕하다'],16946,1,1,,,,,,,,,,,,,,,,,,
16924,저는 일반고 재학중인 2학년입니다,"['일반', '재학', '학년', '이다']",16947,0,0,-1,0,1,1,,,,,,,,,,,,,,
16930,일반고에 재학중인 2학년입니다,"['반고', '재학', '학년', '이다']",16953,0,0,-1,0,1,1,,,,,,,,,,,,,,
16936,그래서 제 목표는 여러 장르의 곡을 쓰는 작곡가가 되는 거예요,"['목표', '여러', '장르', '곡', '쓰다', '작곡가', '되다', '거']",16959,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,16,16,,
16949,안녕하세요,['안녕하다'],16972,1,1,,,,,,,,,,,,,,,,,,
16950,저는 고3입니다,"['고', '이다']",16973,0,0,27,5,,,,,,,,,,,,,,,,
16952,그래서 지금은 주변 친구들에 비해 알고있는 공부의 지식이 많이 부족한데요,"['지금', '주변', '친구', '비다', '알다', '공부', '지식', '부족하다']",16975,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,5,5,,
16953,지금 수능을 앞눈 수험생으로써 좋은 성적을 받아 제가 원하는 대학과 를 가서 돈을 벌고싶습니다,"['지금', '수능', '앞눈', '수험생', '좋다', '성적', '받다', '원하다', '대학', '가다', '돈', '벌다']",16976,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,20,20,,
16961,안녕하세요,['안녕하다'],16984,1,1,,,,,,,,,,,,,,,,,,
16962,저는 올해 고2인 여학생입니다,"['올해', '고', '인', '여학생', '이다']",16985,0,0,-1,0,1,1,,,,,,,,,,,,,,
16964,제가 축구에 빠진 것은 중2때 부터 였어요,"['축구', '빠지다', '중', '이다']",16987,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,14,14,,
16966,지금와서 생각해보니 내가 진짜로 좋아하는 것이 축구더라고요 솔직히 마음 같아서는 여자축구선수를 꿈꾸고 싶어요,"['지금', '서다', '생각', '해보다', '내', '진짜', '좋아하다', '축구', '덥다', '솔직하다', '마음', '여자', '축구선수', '꿈꾸다', '싶다']",16989,0,0,-1,0,37,37,,,,,,,,,,,,,,
16975,안녕하세요,['안녕하다'],16998,1,1,,,,,,,,,,,,,,,,,,
16976,저는 올해 고3이된 문과 학생입니다,"['올해', '고', '되다', '문과', '학생', '이다']",16999,0,0,-1,0,2,2,,,,,,,,,,,,,,
16978,주변의 제 친구들을 보면 대부분 이제 거의 다 꿈을 가지고 있는데저는 당당하게 뭐가 되고싶다 라고 말을 한 적이 없습니다,"['주변', '친구', '보다', '대부분', '이제', '꿈', '가지', '당당하다', '뭐', '되다', '말', '하다', '적', '없다']",17001,0,0,-1,0,0,0,0,0,-1,0,0,0,26,26,,,,,,
16984,그래서 저는 자세하진 않더라도 학교학과 이런것들을 추천받고 싶습니다,"['자세하다', '않다', '학교', '학과', '추천', '받다', '싶다']",17007,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,41,41,,
16989,안녕하세요,['안녕하다'],17012,1,1,,,,,,,,,,,,,,,,,,
17006,제가 간호학과 지망을 하고 있는 고3 입니다,"['간호학', '지망', '하다', '고', '이다']",17029,0,0,-1,0,-1,0,0,0,28,28,,,,,,,,,,
17007,내신 평균은 지금 현재 거의 449쯤 됩니다,"['내신', '평균', '지금', '현재', '쯤', '되다']",17030,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,14,14
17016,이부분에 대해서 잘 가르쳐주시면 좋겠습니다,"['부분', '대해', '자다', '가르치다', '좋다']",17039,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,45,45,,
17017,안녕하세요,['안녕하다'],17040,1,1,,,,,,,,,,,,,,,,,,
17025,그리고 어떤 방향으로 공부하고 찾아 봐야 할까요,"['어떻다', '방향', '공부', '찾다', '보다', '하다', '요']",17048,0,0,-1,0,0,0,0,0,0,0,0,0,21,21,,,,,,
17026,안녕하세요,['안녕하다'],17049,1,1,,,,,,,,,,,,,,,,,,
17029,원래 역사에 관심이 많았던 저는 가르치는것에 대해서 흥미를 느꼈고 이로 인해서 역사 선생님이 되고 싶었습니다,"['원래', '역사', '관심', '많다', '가르치다', '대해', '흥미', '느끼다', '이로', '인하다', '역사', '선생님', '되다', '싶다']",17052,0,0,-1,0,-1,0,0,0,-1,0,7,7,,,,,,,,
17031,자세히 어느 학교의 학과에서 무엇을 전공하고 그 이후로 무엇을 해야하는지 궁금합니다,"['자세하다', '학교', '학과', '전공', '이후', '하다', '궁금하다']",17054,0,0,-1,0,0,0,0,0,22,22,,,,,,,,,,
17043,어떻게 해야할까요,"['어떻다', '하다', '하다', '요']",17066,0,0,7,4,,,,,,,,,,,,,,,,
17045,운동선수가 되고싶지만 막상 이런 작은학교를 다니고있기때문에 중학교를 여기를다녀야할지 고민된다,"['운동선수', '되다', '막상', '이렇다', '작다', '학교', '다니다', '때문', '중학교', '다니다', '야하다', '고민', '되다']",17068,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,19,19,,
17046,안녕하세요,['안녕하다'],17069,1,1,,,,,,,,,,,,,,,,,,
17047,저는 평범한 고1 학생입니다,"['평범하다', '고', '학생', '이다']",17070,0,0,9,5,,,,,,,,,,,,,,,,
17048,저는 원래 굉장히 활발한 학생이었습니다,"['원래', '굉장하다', '활발하다', '학생', '이다']",17071,0,0,-1,0,1,1,,,,,,,,,,,,,,
17068,그런데 방법을 잘 모르겠습니다,"['방법', '자다', '모르다']",17091,0,0,-1,0,-1,0,5,5,,,,,,,,,,,,
17074,요즘 가장 고민인 것들 입니다,"['요즘', '가장', '고민', '이다']",17097,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,11,11,,
17076,긴 글 읽어주셔서 감사합니다,"['기다', '글', '읽다', '감사하다']",17099,14,2,,,,,,,,,,,,,,,,,,
17084,안녕하세요,['안녕하다'],17107,1,1,,,,,,,,,,,,,,,,,,
17088,그래서 다양한것들을 체험 해보고 느껴보고 싶습니다,"['다양하다', '들다', '체험', '해보다', '느끼다', '보고', '싶다']",17111,0,0,-1,0,-1,0,0,0,-1,0,46,46,,,,,,,,
17092,어떨게 하면 좋을까요,"['어떻다', '하다', '좋다']",17115,0,0,5,4,,,,,,,,,,,,,,,,
17093,안녕하세요,['안녕하다'],17116,1,1,,,,,,,,,,,,,,,,,,
17094,저는 현재 고등학교 3학년인 학생입니다,"['현재', '고등학교', '학년', '학생', '이다']",17117,0,0,11,5,,,,,,,,,,,,,,,,
17103,또 미래의 전망이나 보수를 보고 학과를 선택하는것이 좋을까요,"['미래', '전망', '보수', '보고', '학과', '선택', '하다', '좋다']",17126,0,0,-1,0,0,0,0,0,16,16,,,,,,,,,,
17105,안녕하세요,['안녕하다'],17128,1,1,,,,,,,,,,,,,,,,,,
17106,저는 서울에있는 중학교를 다니고 있는 1학년 중학생 입니다,"['서울', '중학교', '다니다', '학년', '중학생', '이다']",17129,0,0,-1,0,1,1,,,,,,,,,,,,,,
17110,안녕하세요,['안녕하다'],17133,1,1,,,,,,,,,,,,,,,,,,
17111,남도 시 중학교 다니는 14살 학생입니다,"['남도', '시', '중학교', '다니다', '살', '학생', '이다']",17134,0,0,-1,0,1,1,,,,,,,,,,,,,,
17112,제 진로에 대해서 고민이 되어서 이렇게 상담신청을 합니다,"['진로', '대해', '고민', '되어다', '상담', '신청', '하다']",17135,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,11,11
17114,고등학교랑 대학교는 어디를 가야 가수나 심리치료 의사를 더 수월하게 이룰수 있을까요,"['고등학교', '대학교', '가야', '가수', '심리치료', '의사', '더', '수월하다', '이루다']",17137,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,3,3
17116,안녕하세요,['안녕하다'],17139,1,1,,,,,,,,,,,,,,,,,,
17137,아무튼 저는 몇 일 전부터 쌓여 있던 스트레스가 약간 해소 된 것 같아요,"['전', '쌓이다', '스트레스', '해소', '되다']",17160,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,16,16,,
17150,걱정도 되요,"['걱정', '되다']",17173,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,21,21,,
17157,어떻게 하면 제가 하고 싶은거 공부 둘 다 잡을 수 있을까요,"['어떻다', '하다', '하다', '싶다', '공부', '잡', '수']",17180,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,
17165,안녕하세요,['안녕하다'],17188,1,1,,,,,,,,,,,,,,,,,,
17166,이제 중1이된 여학생입니다,"['이제', '중', '되다', '여학생', '이다']",17189,0,0,-1,0,2,2,,,,,,,,,,,,,,
17175,안녕하세요,['안녕하다'],17198,1,1,,,,,,,,,,,,,,,,,,
17179,그러다보니까 이제 음악쪽으로 진로를 가고 싶은 마음이 생기더라구요,"['그렇다', '보', '이제', '음악', '쪽', '진로', '가다', '싶다', '마음', '생기다']",17202,0,0,-1,0,-1,0,0,0,-1,0,13,13,,,,,,,,
17184,그것이 문제입니다,"['그것', '문제', '이다']",17207,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,2,2,,
17187,안녕하세요,['안녕하다'],17210,1,1,,,,,,,,,,,,,,,,,,
17188,저는 이제 중학교 올라가는 이승훈이라고 합니다,"['이제', '중학교', '올라가다', '이승훈', '하다']",17211,0,0,-1,0,-1,0,0,0,-1,0,41,41,,,,,,,,
17196,감사합니다,['감사하다'],17219,7,2,,,,,,,,,,,,,,,,,,
17197,분장사가 꿈인 학생입니다,"['분장사', '꿈', '학생', '이다']",17220,0,0,-1,0,-1,0,14,14,,,,,,,,,,,,
17200,안녕하세요,['안녕하다'],17223,1,1,,,,,,,,,,,,,,,,,,
17202,제가 디자인을 하고 싶은데 그것에 관한 진로계획을 짜지못하겠습니다,"['디자인', '하다', '싶다', '그것', '관', '진로', '계획', '짜지다']",17225,0,0,-1,0,0,0,0,0,0,0,0,0,29,29,,,,,,
17206,적성에 맞는 직업을 너무나도 알고싶어요,"['적성', '맞다', '직업', '알다']",17229,0,0,-1,0,38,38,,,,,,,,,,,,,,
17213,초등학교 1학년에 저희 반 남자에들이 하는 일이 마음에 안 들어서 싸우다 보니 5학년 까지 싸우다 잠시 좋아지나 했는데 스타일이 너무 다르네요,"['초등학교', '학년', '반', '남자', '들이다', '하다', '마음', '안', '들어서다', '싸우다', '보다', '학년', '싸우다', '좋아지다', '하다', '스타일', '다르다']",17236,0,0,-1,0,6,6,,,,,,,,,,,,,,
17218,안녕하세요,['안녕하다'],17241,1,1,,,,,,,,,,,,,,,,,,
17219,저는 경남 김해에 사는 한학생입니다,"['경남', '김해', '살다', '학생', '이다']",17242,0,0,-1,0,1,1,,,,,,,,,,,,,,
17222,저는 어떻게 해야 될까요,"['어떻다', '하다', '되다', '요']",17245,0,0,13,4,,,,,,,,,,,,,,,,
17223,안녕하세요,['안녕하다'],17246,1,1,,,,,,,,,,,,,,,,,,
17224,저는 소설가가 꿈인 중학생입니다,"['소설가', '꿈', '중학생', '이다']",17247,0,0,-1,0,20,20,,,,,,,,,,,,,,
17227,안녕하세요,['안녕하다'],17250,1,1,,,,,,,,,,,,,,,,,,
17228,전 내년에 고등학교를 들어가게되는 중3입니다,"['전', '내년', '고등학교', '들어가다', '되다', '중', '이다']",17251,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,14,14
17229,저는 지금 미용 쪽으로 갈지 무용 쪽으로 갈지 매우 고민이 됩니다,"['지금', '미용', '쪽', '갈다', '무용', '쪽', '갈다', '매우', '고민', '되다']",17252,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,8,8,,
17233,어떻게 해야할지 모르겠습니다,"['어떻다', '하다', '하다', '모르다']",17256,0,0,28,4,,,,,,,,,,,,,,,,
17236,게임 기획자가 되려면 직업에 맞는 학교나 학과에서 스펙을 쌓는 것이 읿반적이고 좋은 것이라 들었습니다,"['게임', '기획', '되다', '직업', '맞다', '학교', '학과', '스펙', '쌓다', '읿반적', '좋다', '들다']",17259,0,0,-1,0,-1,0,0,0,-1,0,4,4,,,,,,,,
17238,그래서 이렇게 상담신청을 하게 되었습니다,"['상담', '신청', '하다', '되어다']",17261,0,0,-1,0,27,27,,,,,,,,,,,,,,
17245,안녕하세요,['안녕하다'],17268,1,1,,,,,,,,,,,,,,,,,,
17246,이번해에 중1 들어가는 남학생입니다,"['하다', '중', '들어가다', '남학생', '이다']",17269,0,0,-1,0,25,25,,,,,,,,,,,,,,
17250,답변부탁드립니다,"['답변', '부탁드리다']",17273,8,3,,,,,,,,,,,,,,,,,,
17261,이제 고3을 들어가는 예비 고3 입니다,"['이제', '고', '들어가다', '예비', '고', '이다']",17284,0,0,-1,0,1,1,,,,,,,,,,,,,,
17264,저는 동물에게 관심이 많습니다,"['동물', '관심', '많다']",17287,0,0,-1,0,-1,0,3,3,,,,,,,,,,,,
17271,안녕하세요,['안녕하다'],17294,1,1,,,,,,,,,,,,,,,,,,
17272,수의사를 꿈꾸는 학생입니다,"['수의사', '꿈꾸다', '학생', '이다']",17295,0,0,-1,0,1,1,,,,,,,,,,,,,,
17273,수의학과에 들어가기 위해선 영어 성적이 높아야 한다고 들었는데 제가 영어학원을 다니지 않고 집에서 공부를 하거든요,"['의학과', '들어가다', '위해', '선', '영어', '성적', '높다', '하다', '들다', '영어학원', '다니다', '않다', '집', '공부', '거들다']",17296,0,0,-1,0,-1,0,0,0,-1,0,35,35,,,,,,,,
17276,아직 저는 꿈이 없습니다,"['꿈', '없다']",17299,0,0,39,14,,,,,,,,,,,,,,,,
17281,중2때부터 화학을 잘해왔고 중3때는 KMChC화학올림피아드 은상 수상을 하며 현재 영재학교에 합격하여 전공도 화학으로 갈 예정인 한 학생입니다,"['중', '화학', '해오다', '중', '화학', '올림피아드', '은상', '수상', '하다', '현재', '영재', '학교', '합격', '하다', '전공', '화학', '갈다', '예정', '하다', '학생', '이다']",17304,0,0,-1,0,34,34,,,,,,,,,,,,,,
17286,어떻게 해야할까요,"['어떻다', '하다', '하다', '요']",17309,0,0,7,4,,,,,,,,,,,,,,,,
17299,이런생각이 계속들거같은데,"['생각', '계속', '들다']",17322,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,29,29,,
17300,어떻하는게 좋을까요,"['어떻다', '좋다']",17323,0,0,46,4,,,,,,,,,,,,,,,,
17301,안녕하세요,['안녕하다'],17324,1,1,,,,,,,,,,,,,,,,,,
17302,이제 고1이 된 일반고 학생 윤동겸입니다,"['이제', '고', '되다', '일반', '학생', '윤', '겸', '이다']",17325,0,0,-1,0,2,2,,,,,,,,,,,,,,
17304,어떻게 보면 초등학생 저학년때부터 과학자가 되고 싶다는 생각을 계속 해왔고 지금도 과학자가 되고는 싶습니다 하지만 과학자가 되더라도 여러 학과가 있고 다양한 분야가 있는데 그중에서 원하는 진로를 찾는것이 문제입니다,"['어떻다', '보다', '초등학생', '저학년', '과학자', '되다', '싶다', '생각', '계속', '해오다', '지금', '과학자', '되다', '싶다', '과학자', '되다', '여러', '학과', '다양하다', '분야', '중', '원하다', '진로', '찾다', '문제', '이다']",17327,0,0,-1,0,-1,0,0,0,-1,0,15,15,,,,,,,,
17306,라는 말에 대답할 자신이 없습니다,"['말', '대답', '하다', '없다']",17329,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,15,15,,,,
17308,진로에 대한 다양한 경험이 없는 것은 아닌가 생각하실 수 도 있습니다,"['진로', '대한', '다양하다', '경험', '없다', '아니다', '생각', '하다', '수', '도']",17331,0,0,-1,0,0,0,0,0,0,0,0,0,7,7,,,,,,
17313,어떻게 해야 할까요,"['어떻다', '하다', '하다', '요']",17336,0,0,7,4,,,,,,,,,,,,,,,,
17314,제발 도와주세요 ,"['제발', '도와주다']",17337,5,4,,,,,,,,,,,,,,,,,,
17318,17세 여학생입니다,"['세', '여학생', '이다']",17341,0,0,-1,0,1,1,,,,,,,,,,,,,,
17323,전 경찰의 꿈이 명확한 중학생입니다,"['전', '경찰', '꿈', '명확하다', '중학생', '이다']",17346,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,28,28,,
17326,안녕하세요 저는 중학교 3학년 남민정입니다,"['안녕하다', '중학교', '학년', '남', '민정', '이다']",17349,0,0,-1,0,1,1,,,,,,,,,,,,,,
17327,저는 주위에서 저에게 잘하는것이 많다고 하는데 저는 제가 어떤 직업으로 미래를 살아가야 할지 잘 모르겠습니다,"['주위', '하다', '많다', '하다', '어떻다', '직업', '미래', '살아가다', '하다', '자다', '모르다']",17350,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,12,12,,,,
17331,부탁드립니다,['부탁드리다'],17354,6,3,,,,,,,,,,,,,,,,,,
17332,안녕하세요,['안녕하다'],17355,1,1,,,,,,,,,,,,,,,,,,
17333,애니메이터가 장래희망인 14살 학생입니다,"['애니메이터', '장래희망', '살', '학생', '이다']",17356,0,0,-1,0,1,1,,,,,,,,,,,,,,
17340,앞으로 제가 어떻게 해야할지 궁금합니다,"['앞', '어떻다', '하다', '하다', '궁금하다']",17363,0,0,36,4,,,,,,,,,,,,,,,,
17344,안녕하세요,['안녕하다'],17367,1,1,,,,,,,,,,,,,,,,,,
17349,그래도 의학과 쪽으로 공부를 해보고 싶은데 사람들에게 도움을 줄 수 있는 직업들이 뭐가 있을까요,"['의학과', '쪽', '공부', '해보다', '싶다', '사람', '도움', '줄', '수', '직업', '뭐']",17372,0,0,-1,0,17,17,,,,,,,,,,,,,,
17350,저는 중학생 1학년입니다,"['중학생', '학년', '이다']",17373,0,0,-1,0,1,1,,,,,,,,,,,,,,
17353,부디 제 고민을 들어주세요,"['부디', '고민', '들어주다']",17376,0,0,-1,0,-1,0,6,6,,,,,,,,,,,,
17360,내 성격은 서로 합의를 보고 합리적인 결정을 내리는 성격인데 변호사와 잘 맞지 않는 것 같다,"['내', '성격', '서로', '합의', '보고', '합리', '결정', '내리다', '성격', '변호사', '자다', '맞다', '않다']",17383,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,28,28
17363,안녕하세요,['안녕하다'],17386,1,1,,,,,,,,,,,,,,,,,,
17364,저는 중학교 1학년 여학생입니다,"['중학교', '학년', '여학생', '이다']",17387,0,0,38,5,,,,,,,,,,,,,,,,
17374,수의학과 대학 교수가 되고 싶은 학생입니다,"['수의학', '대학', '교수', '되다', '싶다', '학생', '이다']",17397,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,8,8
17384,저는 꿈이 있어요,['꿈'],17407,0,0,-1,0,26,26,,,,,,,,,,,,,,
17393,안녕하세요,['안녕하다'],17416,1,1,,,,,,,,,,,,,,,,,,
17394,경남 김해시에 사는 박성환 학생입니다,"['경남', '김해시', '살다', '박성환', '학생', '이다']",17417,0,0,-1,0,1,1,,,,,,,,,,,,,,
17400,저의 꿈은 비행기 조종사입니다,"['꿈', '비행기', '조종사', '이다']",17423,0,0,-1,0,20,20,,,,,,,,,,,,,,
