Question,Answer
전문대에서 유명한 학과는 무엇이 있을까요?전문대 입시는 무엇을 엸ㅁ히 해야 하나요,"안녕하세요? 진로상담위원 백운라입니다.

질문하신 내용에 대해 답변드리도록 하겠습니다.

1. 질문하신 내용의 기준이 애매해 재질문을 드리자면 유명한 기준이 경쟁률이 높은 학과를 말하는 건지, 취업이 잘되는 학과를 말하는 건지... 재질문 해주심 답변드리도록 하겠습니다. 포괄적으로 말씀드리자면 지역에 따라서 다르고 많습니다. 

2. 전문대 입시는 대학과 학과에 따라 다르지만 일반적으로 수시전형(학생부)으로 학생을 선발하니 고등학교 내신관리를 잘하시고 과에 따라 면접도 중요하니 면접준비를 하심 될 듯합니다. 물론 주로 그렇다는 거지 모든 학과가 그렇지 않기에 가고 싶은 학과와 학교의 입학전형을 학교 홈페이지에 들어가 구체적으로 살펴보시고 준비하는 것이 가장 바람직한 방법입니다.

이상 질문내용에 대해 답변 드렸습니다. 더 궁금한 사항이나 재질문할 내용은 다시 올려주시면 성실하게 답변드리도록 하겠습니다."
경북대,"안녕하세요? 내친구교육넷 사이버 상담원입니다.농어촌특별전형은 도시와 농어촌 간의 경제적·문화적 차이에서 오는 불평등한 교육환경을 해소하고, 농어촌의 근간을 살리기 위한 국가적 정책입니다. 따라서 일반전형에 비해 유리한 조건으로 대입에 응시할 수 있는 장점이 있습니다.   경북대학교 2022학년도 학생부종합 농어촌전형을 잠시 살펴보면1. 모집 인원: 215명2. 지원 자격: 다음 가, 나의 조건을 모두 충족해야 합니다.  가. 고등학교 졸업자(2022년 2월 말 이전 졸업예정자 포함)  나. 다음 중 어느 하나에 해당되는 자    1) 6년 과정 이수자: 농어촌 소재 중/고등학교에서 입학부터 졸업까지 전 교육과정을 이수한 자로서, 수험생의 중/고등학교 교육과정 이수기간 동안 본인 및 부모 모두 농어촌 지역에 거주한 자    2) 12년 과정 이수자: 농어촌 소재 초/중/고등학교에서 입학부터 졸업까지 전 교육과정을 이수 및거주한 자.※ 농어촌 소재라 함은 ‘지방자치법’ 제3조에 따른 읍/면 지역 및 ‘도서벽지 시행규칙’ 제2조에 따른 도서, 벽지 지역을 말함.※ 농어촌 소재 특수목적고(과학고, 외국어고, 국제고, 예술고, 체육고, 마이스터고)와 자율형사립고 출신자는 지원할 수 없음.※ 고교 졸업 이후 또는 재학 중 읍·면이 동으로 행정구역 개편된 경우도 자격을 인정함.※ 농생명산업, 수산, 해운계열고는 행정구역상 기초지방단체인 ‘시’의 ‘동’ 소재라 하더라도 농어촌학생전형 대상 학교에 포함하며, 이 경우에도 농어촌 거주 요건은 충족해야 함.   학생부종합전형-농어촌학생 전형에서는 의예, 치의예, 수의예과를 제외하고는 수능최저기준이 없고, 서류평가 100% 입니다. 경북대학교 안에서도 전형별, 학과별 '전형요소 및 평가방법', '수능최저' 등 요구 조건이 조금씩 다릅니다.여러 가지 조건을 잘 따져보고 선택을 잘해서 좋은 결과를 얻기 바랍니다^^"
학종을 잘쓰려면 어떻게 해야 되나요?,"상담자님! 안녕하세요?내친구교육넷입니다.학생부종합전형에 관한 상담이네요!학생부종합전형은 2021학년도 고1을 중심으로 커다란 변화가 맀습니다.현 고1 학생부종합전형부터 자기소개서와 교사추천서가 없어졌습니다.현 고1 부터 적용되는 사항은 다음과 같습니다.아래의 항목에 대하여 신경을 쓰면 됩니다.▲교과학습발달상황에 기록되는 내신성적/세부능력/특기사항(과목당 500자) ▲행동특성/종합의견(연간 500자) ▲창의적 체험활동상황 내 자율활동(연간 500자) ▲동아리활동(연간 500자) ▲학교교육계획에 따라 교사가 지도한 봉사활동 실적 ▲진로활동(연간 700자)독서활동, 수상경력, 개인중심의 자율동아리, 청소년단체활동, 개인중심의 봉사활동, 영재 발명교육관련활동, 소눈문 기재금지, 진로희망 등을 대입에서 사용할 수 없습니다.중요한 것은 교과 세특의 기록과 내신성적이 1힉년 때부다 3학년 1학기 때까지 상승이 있으면 좋고요...특히 전공과 관련이 있는 교과의 성적이 좋야야 합니다.주로 전공과 관련이 있는 교과의 기록에서 단순한 기록보다 지적호기심이 잘 나타나면 좋습니다.예를 들면 교과에 대한 궁금증이 생겨 인터넷 검색, 교사와의 상담, 관련도서 읽기, 관련 활동을 통하여 내가 성장하고 느꼈던 점이 잘 기술 되면 좋습니다.또한 고고 학점제를 통하여 관련 교과를 좀 더 심도있게 공부를 하면 좋을 결과를 기대할 수 있답니다.미래에 입시에서 좋은 결과가 있기를 기대해 봅니다.감사합니다.내친구 교육넷 드림."
"을지대학교 의정부캠퍼스  임상병리학과
대구보건대학교  임상병리과   수시 요건이 궁금합니다","안녕하세요? 의료보건계로의 진로와 진학 희망 학교 학과가 분명한 우리 친구! 각 대학교 홈페이지를 방문해서 수시 모집 요강을 꼼꼼하게 읽어보는 게 가장 좋을 것 같습니다.그럼 먼저 을지대학교 의정부캠퍼스를 살펴보겠습니다.학생부 종합전형은EU자기추천, EU미래인재, 고른 기회 등의 세부전형이 있는데, 교과 및 비교과에 대한 정성평가가 이루어지고, 수능 최저학력 기준은 없다고 합니다.학생부 교과 전형은 교과성적우수, 교과면접우수, 지역균형, 농어촌학생(정원외), 기회 균등(정원외) 등이 있는데, 국영수사과 및 한국사 성적이 반영되고, 수능최저기준이 세부전형에 따라 제각각입니다.그리고, 학생부종합전형의 경우 캠퍼스(의정부/성남)에 관계없이 전형방법에 따라 면접형(EU자기추천 1회)과 서류형(EU미래인재, 사회기여 및 배려대상자, 고른기회, 특성화고교 졸업자 중 1회) 각 1회씩 최대 2회까지 복수지원이 가능합니다.학생부교과전형의 경우 캠퍼스(대전/의정부/성남)에 관계없이 대학별고사(면접 등)가 중복되지 않는 경우 복수지원이 가능합니다. (교과면접우수자의 경우 면접고사를 실시하므로 의정부/성남에 관계없이 1개학과에만 중복 지원가능) 이외에도 제출서류 등이 전형별로 조금씩 다르니, 대학교 홈페이지를 방문해 수시모집요강을 자세히 읽어보아야 합니다. ( https://admission.eulji.ac.kr/?menuno=2685 )대구보건대학교 수시모집을 보면, 100% 교과성적만으로 평가하며, 교과는 전과목을 반영합니다. 면접 참여 시 가산점을 주지만, 당락에 크게 영향을 미치는 요소는 아니라고 보면 됩니다. 세부전형 별 자격요건이나 교과성적 계산법, 2021학년도 수시 1차, 2차 결과 등도 자세히 제공하고 있으니, 대구보건대학교 홈페이지에 접속해서 모집요강 등을 자세히 살펴보기 바랍니다. ( https://www.dhc.ac.kr/iphak )아무쪼록 열심히 준비해서 좋은 결과 얻기를 바랍니다^^"
"을지대학교 의정부캠퍼스  임상병리학과
대구보건대학교  임상병리과   수시 요건이 궁금합니다","1. 을지대학교학생부 종합전형은 5가지 세부전형이 있습니다. 교과 및 비교과에 대한 정성평가가 이루어지고, 수능 최저학력 기준은 없습니다.학생부 교과 전형은 6가지 세부전형이 있습니다. 국영수사과 및 한국사 성적이 반영되고, 수능최저기준이 세부전형에 따라 제각각입니다.이외에도 제출서류 등이 전형별로 조금씩 다르니, 홈페이지를 방문해 수시모집요강을 자세히 읽어보아야 합니다. ( https://admission.eulji.ac.kr/?menuno=2685 )2. 대구보건대학교수시모집은 100% 교과성적만으로 평가하며, 교과는 전과목을 반영합니다. 면접 참여 시 가산점을 주지만, 당락에 크게 영향을 미치는 요소는 아니라고 보면 됩니다. 세부전형 별 자격요건이나 교과성적 계산법, 전년도 입시결과 등도 제공하고 있으니 모집요강을 참고하기 바랍니다. ( https://www.dhc.ac.kr/iphak )"
학교 내신을 올리는 방법을 알고싶습니다.,"안녕하세요 경상북도교육청 사이버상담센터 상담위원입니다.학교 내신성적을 잘 받는 부분에 대해서 많이 고민하시고 방문해주신것 같아 보입니다.요새는 코로타로 인해  원격수업과 학교 수업을 병행하게 되기도 하고 코로나 및 원격수업으로 일상적인 규칙생활이 무너져서 무기력할수도 있고 본인의 의지 또는 심리적인 문제등 학업에 부담이 될 수도 있을것 같은 상황입니다.먼저 건강을 잘 챙기시고 하루 수면권장시간을 충분이 보내기를 권유드립니다.수면부족으로 집중력이 떨어지게 된다면 수업이나 학습의 효과가 저조해 질수 있습니다..자신의 컨디션과 수면패턴을 잘 찾으셔서 공부에 집중하는 시간을 늘인다면 분명히 좋은 성과과 있을것으로 예상됩니다.두번째로는 학교생활에 올바른 적응과 수업시간에 대한 집중력에 대한 문제 입니다.학교생활에 집중이 안되거나 교과수업시간에 집중이 되지 않으면 수업에 대한 효율성이 떨어지게 됩니다.세번째로는 학습자의 동기 문제 입니다. 자신이 목표를 정하시고 이를 성취하기 위한 학습동기가 무엇보다도 중요합니다. 자신이 각교과에 대한 목표설정을 통하여 학습자체에 대한 흥미, 호기심, 만족감을 느낄수 있도록 노력한다면 좋은 교과 성적이 나올것이라 기대 됩니다.네번째로는 학습전략입니다.공부환경, 시간관리, 기억전략, 노트필기 등 개인에게 맞은 학습전략을 찾을 필요가 있습니다. 또한 시험에 대한 불안도 낮추어서 노력에 대한 결과가 시험에 충분히 반영될수 있도록 해준다면 학교성적이 기대한것 이상으로 좋게 나올수 있을것으로 보입니다. 여러가지 제시된 변수와 방법등을 통해서 자신이 잘하고 있는 부분이 있다면 꾸준히 할수 있도록 해주시고 부족한 부분이 있다면 방법을 바꿔어 보는 것도 좋은 방법이 될 것 같습니다. 언제든지 고민이 있으시다면 상담을 신청 해주시면 정성껏 답변해드리겟습니다."
2023년도에 대학교에 들어가면 대학교를 다니다가 대학교가 망할 가능성이 있을까요,안녕하세요~질문이 매우 현실적이네요~2023년에 대학교가 망할 가능성은 어떻게 알 수 있을까요.지금은 어느 정도 예측할 수 있는 것이 해마다 교육부에서 대학교 평가를 해서 경쟁력이 약한 대학은 정부 보조금을 중단하여 스스로 구조조정을 하도록 유도하고 있어요.그러니 대학교 진학할 때 진학하고자 하는 대학에 대한 정보를 조금만 찾아보면 알 수 있으니 너무 걱정하지 않아도 됩니다.앞으로 인구절벽 현상으로 많은 대학들이 구조조정을 통해 통폐합 될 것이라 생각됩니다.학과를 줄이거나 아니면 경쟁력있는 학과를 개설해서 학생들을 유치하는 경쟁이 치열하게 벌어지겠지만 결국 어떤식으로 든지 대학교는 줄어들 수 밖에 없습니다.학생들이 대학교에 입학해서 재학중에 대학이 망해 학생들이 피해를 보지 않도록 하기 위해 교육부나 정부에서 대학 평가제도를 두고 해마다 경고나 권고를 하고 있으니 조금만 관심을 가지고 진학하는 대학교에 정보를 찾아보면 금방 알 수 있으니 걱정하지 않아도 됩니다.대학교에 대한 보다 자세한 정보는 대입정보포털 어디가(https://www.adiga.kr/EgovPageLink.do?link=EipMain)에서 찾아보면 도움이 될 것입니다.화이팅 하세요~~!!
농어촌 전형의 이점을 알려주세요,"농어촌 전형의 지원 자격은 최소 고등학교 3년, 또는 중고등학교 6년을 농어촌 학교를 다닌 학생에게만 해당됩니다. 상대적으로 규모가 큰 중소도시 이상의 고등학교 출신은 제외되므로 수능이 상대적으로 약하고 내신성적이 강점인 농어촌 학생에게 유리한 전형입니다. 수능최저기준도 일반전형보다 상대적으로 약하게 설정되어 있습니다.간단하게 말하면 농어촌 전형에 해당하는 학생이 절대적으로 적고, 수능시험보다는 내신성적이 절대적인 영향을 미치는 것이 농어촌 전형입니다. [다 그런 건 아니지만, 대체적으로 학업에 대한 스트레스를 덜 받으면서 내신성적을 잘 받을 수 있다는 것이 농어촌 (소규모) 학교의 장점입니다.]농어촌 전형의 경우 일반전형에 비해 경쟁률이 상대적으로 낮은 편이고, 농어촌 그룹 안에서의 경쟁도 일반전형 학생들 간에 벌어지는 경쟁이 비해서 덜 치열하다고 할 수 있습니다."
현재 고1입니다 학생부 종합 전형이 많이 변했다고 하는데 어떻게 준비 해야할까요?,"반가워요^^
사이버상담위원 전문상담교사 강경민입니다!

학생부 종합 전형의 변경 사항을 알아보도록 하겠습니다~! 

2022학년도에 수시에서 학생부 종합 전형에서 요구하던 자기소개서가 축소됩니다.
간략하게 이야기하자면, 자기소개서 공통 문항 수가 3개에서 2개로 줄었고 글자 수도 축소되었습니다. 또한 자기소개서를 폐지하는 대학도 늘었습니다. 

자기소개서는 작성하는 데 있어 시간적 소모가 크고, 수험생 본인이 스스로 작성해야 한다는 점에서 적지 않은 부담으로 다가올 수 있습니다만, 학생부에 미처 드러내지 못한 본인의 상황을 자기소개서를 통해 보충할 수 있었던 기회가 사라졌다는 평가도 있습니다. 평가서류가 줄어든 만큼 학교생활기록부의 중요성은 더욱 커졌다는 시각도 있습니다^^

또한 모든 대학에서 폐지된 것이 아니기 때문에 희망하는 대학교의 입시전형을 잘 살펴보고 거기에 맞게 준비를 하는 것이 좋습니다^^
희망하는 대학교의 입시전형을 꼭 살펴보시기 바랍니다!

선생님의 이야기가 도움이 되었으면 좋겠어요.^^
혹시 선생님과 더 하고 싶은 이야기가 있거나 풀리지 않은 이야기가 있다면 다시 선생님께 글을 남겨주세요!
미래를 위해 달려가는 우리 학생을 항상 응원할게요~!!!"
현재 2022년 서울대 지균에 입학 최저 성적 조건은 어떻게 되는지 궁금합니다. 저는 2024년에 서울대 지균에 지원할려고 하는데 성적 조건이 어떻게 변할 지 알고 싶습니다.,"반갑습니다. 교육넷 사이버상담위원입니다.서울대학교 지역균형선발에 관심이 많은 학생이군요 서울대학교 지역균형으로 입학하기 위해서는 먼저 학생의 소속학교에서 2명 이내로 학교장의 추천을 받아야 합니다. 추천을 받은학생을 대상으로 입학을 위한 사정이 이루어지는데 서류평가 70%와 면접30%로 이루어집니다. 아울러 서울대 지역균형선발은 최저등급을 통과 하여야 합니다. 올해는 코로나-19로 인하여 수험생들의 부담을 줄여 주기 위하여 4개영역[국어, 수학, 영어, 탐구(탐구영역은 2개모두 3등급이내)]중 3개영역에서 3등급이내의 최저학력기준을 통과하면 됩니다만, 예년의 경우는 2등급이었기에 2024학년도에는 최저등급이 상승할 수 있습니다. 최저등급이 정시입학자에 비하여 많이 낮지만 2021학년도의 경우 최저등급을 통과한 경우가 56%밖에 되지 않는 것을 보면 최저등급을 통과하는것도 무시할수 없다고 할수 있습니다.  서울대 지균 합격의 당락은 일단 한 학교 2명 안에 들어 추천받는 것이고 또 하나는 최저를 맞추는 것이라고 요약할 수 있다. 지균은 수능최저학력기준이 설정된 전형으로, 국수영탐(탐구 2개 응시 필) 중 3과목 이상 각 2등급 혹은 3등급이 될 것입니다.남은 고교생활을 충실하게 하여 좋은결과가 있기를 기원합니다."
"농어촌 전형이 무엇인지, 했을때 이점이 어떤게 있는지 알려주세요","안녕하세요? 사이버진로상담위원 하헌욱입니다. 만나서 반가워요^^
농어촌전형이 무엇인지와 이점에 대해서 물어봤군요.

먼저 농어촌전형은 수도권 및 광역시, 일반 도시 지역에 비해 부족한 교육여건을 가진 농촌, 어촌 지역의 고등학생들에게 대학 진학의 평등한 기회를 부여하기 위해 만들어진 특별 전형입니다. 

지원자격은 ‘고등교육법 시행령 제29조 제2항 제14호’에 의거하여 2가지 조건이 있어요.
1. 6년 과정 이수자 : 농어촌 소재 중/고등학교에서 입학부터 졸업까지 전 교육과정을 이수한 자로서, 수험생의 중/고등학교 교육과정 이수 기간 동안 본인 및 부모 모두 농어촌 지역에 거주한 자
2. 12년 과정 이수자 : 농어촌 소재 초/중/고등학교에서 입학부터 졸업까지 전 교육과정을 이수 및 거주한 자
위 2가지 조건 중 1가지만 충족을 하면 농어촌전형에 지원이 가능합니다. 6년 과정 이수자는 학생과 부모님이 모두 읍면 지역에서 중고등학교 기간 동안 거주 및 교육과정을 이수 해야하고, 12년 과정 이수자는 학생만 초중고 12년간 읍면 지역에서 거주하며 초중고등학교 과정을 이수해야 한다는 차이점이 있습니다. 

위와 같은 엄격한 조건이 있기에 농어촌 전형의 장점을 꼽아 본다면 일반전형에 비해 다소 부족한 성적으로도 대학 및 학과에 진학이 가능한 경우가 많다는 것입니다. 그 이유는 
  첫 번째, 농어촌전형 자격이 되는 학생들끼리 경쟁하므로 경쟁률이 낮다. 대학 및 학과에 따라 차이는 있지만 일반적으로 경쟁률이 모든 학생이 지원가능한 일반전형에 비해서는 낮은편입니다.
  두 번째, 일반적으로 농어촌전형 조건이 되는 학생들의 생활기록부 수준이나 수능최저충족률이 낮기 때문에 일반전형에 비해 경쟁이 약합니다. 따라서 고등학교 기간 중 생활기록부 또는 모의고사 공부를 잘 해 둔다면 동일한 내신 성적 및 수능성적으로 더 나은 대학 및 학과 진학이 가능합니다. 
  세 번째, 농어촌전형 자체가 기회 평등을 위한 전형이므로 일반전형에 비해 입학 조건이 다소 낮은 편입니다. 예를 들어 경북대의 경우 일반전형 학생부 종합전형의 경우 수능최저가 4개 영역 중 3개 영역 등급합 8(학과마다 조금씩 다름)이라는 조건이 있다면, 농어촌전형의 경우 수능최저가 없는 등 조건이 더 쉬운 편입니다.

학생의 궁금한 내용이었던 농어촌전형이 무엇인지, 어떤 이점이 있는지 알아봤습니다. 학생 본인이 농어촌전형 지원 자격이 된다면 매우 유리한 조건을 갖춘 것이므로 고등학교 재학 기간동안 수시 및 정시를 잘 준비해서 좋은 결과 있길 바랍니다. 그럼 선생님도 학생의 대학 진학을 응원하겠습니다. 그럼 화이팅!!"
